100,-4.776148661325006,30.26991498492735,49.14510039220948,46.31783390550017,38,46.008
200,-34.72992316563131,40.2792117307968,55.16595569962688,25.41870525752636,40,43.354
300,-5.003105914823181,37.444282027754696,38.130649041059435,27.64257413905135,37,63.634
400,-114.77353488513029,-4.157698854642774,19.808980421348366,-24.97839708783938,25,64.102
500,-46.42927971939808,-2.845125047665209,8.253514729626918,-10.38481061947113,24,66.68
600,-82.02147983369305,-17.334939928562044,5.249408646125806,-22.890327938681885,21,68.927
700,-150.29541919527844,-27.852363296876284,-17.027193932505078,-7.008560377080406,20,64.835
800,-42.71868649532571,2.3283204600565943,-17.62770086824345,9.771261480242487,26,67.187
900,-86.24867248532325,-25.946912000727547,-18.854513336626972,-12.423864298354902,19,69.801
1000,-137.09276943610402,-20.471720779696472,-34.260434360003465,-13.963214683339737,16,67.407
1100,-79.44726631208323,-11.550676546668774,-16.972169905740362,-7.320765263493017,23,64.821
1200,-160.4176154728606,-41.40960033554886,-42.52577150359542,-32.3343380489039,13,67.643
1300,-171.37823387145392,-36.30399193959013,-54.66500193548791,-35.841329021684416,10,67.698
1400,-122.03867192258048,-27.224111470854268,-48.27430920972114,-18.96205856122181,16,67.914
1500,-54.86380054691908,-2.355094884547084,-14.109654572156888,0.13771112217103557,24,65.888
1600,-44.0721605509234,12.201515702209196,-3.413721584883989,22.807900886485964,31,67.923
1700,-108.23218508285755,-14.277915978825856,-42.331020903566234,-10.007666656800339,17,72.406
1800,-92.3032297557478,-2.6011767064461733,-44.69742461062334,-11.56916689576889,20,70.052
1900,-44.02371388097772,9.613270536270617,-12.539504844781227,7.491099067330005,26,65.177
2000,26.52730064896339,24.077378836485092,15.85165045954027,21.31100775288308,30,65.374
2100,-7.342811949296473,20.355493779601648,15.798705015040948,19.003506569375144,30,64.473
2200,-62.70216292722938,-0.5288110423917581,-9.810952534276874,5.424074928126947,24,67.222
2300,-7.98477061645199,12.652137919570125,12.705698651146156,14.739900634930345,27,64.249
2400,46.620305469713394,43.161222009166195,17.664815302441628,36.884825138569546,37,64.239
2500,124.74842712434234,62.750946347436326,53.74967706654265,57.63170761213418,46,62.114
2600,153.5616085297504,65.44609641825808,66.69892836460002,59.25040436792323,47,60.015
2700,132.9462956562925,57.795051063281726,68.85569622491874,59.64565323812962,47,60.301
2800,140.26043408673178,59.52465401267702,65.53076020100812,45.51269052848605,45,62.891
2900,191.74884772738645,68.30682691994303,76.61156012425374,66.93870992827875,49,59.926
3000,266.4516809535743,95.69024857409282,100.37421742353011,86.95612973624333,59,56.608
3100,266.5261457857756,95.78783549902828,104.40336876078001,88.482393017228,60,57.872
3200,216.84376990719957,82.38434416307173,88.62380726213729,75.11145528138123,54,60.036
3300,223.84092384633112,89.8807962642832,98.08296593632744,84.91336278762185,58,56.597
3400,289.3860382360613,104.6523407052373,113.76028170851636,104.54354916031875,64,55.618
3500,225.5638636095047,80.02627605721041,93.06944536738159,84.75215619008661,53,55.599
3600,223.90209094403272,83.28556189461544,94.29137229415342,87.93376746105604,55,60.262
3700,284.9896351769154,95.59380643605606,101.57988386459022,104.89275395188102,60,56.767
3800,315.91958432631884,110.8621499257675,113.8676118726473,109.42501826670363,65,49.964
3900,308.8268370339739,105.64879302257515,114.25124829721484,113.25459793848366,66,52.937
4000,274.3915947634979,92.27542405457771,104.68323318733219,106.23426710711159,61,54.631
4100,270.8917938493521,99.63619354619678,101.90465224253778,101.42338791548963,61,55.908
4200,279.75282512342494,102.21816567109913,107.40928350278766,110.31773769447031,63,55.068
4300,274.9856208615375,101.06362620929264,103.39529602492476,108.82915677372928,63,57.829
