100,-66.01958656067183,33.216995558765625,52.758441420534716,40.87818061739591,40,46.363
200,-88.67595041687487,7.901088467837884,35.952139713166915,26.99107575458654,35,49.384
300,-40.922085196948885,33.22500969523199,50.93771805217238,34.48750416487877,38,47.515
400,5.2842542971566635,49.37297040417719,45.67462626087429,42.49848339356247,39,45.004
500,-98.80747937463256,15.070337554615291,17.426335655099464,20.774915716226225,30,69.527
600,-157.06722058491064,-44.23693580137757,-14.54512453279244,-48.06877918618816,12,67.859
700,-152.29738656349687,-51.76906494392112,-13.118681465307995,-32.52402541345236,14,67.101
800,-13.231395778615274,2.5579242589728364,24.768009524272106,-2.640006635170518,29,63.679
900,-46.723889594058434,-11.34193683599046,12.68703111917632,-14.500276612680342,24,64.439
1000,-124.86777816401343,-23.25987977302555,-9.556293886088461,-35.16002658727081,18,66.541
1100,-139.3053585861615,-22.76939521462179,-11.449660068578845,-24.56495703198121,20,66.854
1200,-160.505871943879,-37.2617033433915,-26.456203146860158,-41.69967485656584,14,66.765
1300,-178.96869576888676,-22.105026708743182,-33.32149887355773,-38.66481080146912,19,66.741
1400,-9.465094360710347,7.54384826486148,7.1826454381530915,5.063757492331321,29,63.762
1500,-9.632214589556492,4.908301860291568,16.498944688793593,13.570322029558893,29,61.811
1600,-94.37758820331665,-10.063084152436444,-12.602591403976126,-6.225168438645559,25,63.918
1700,-39.50337621871998,-10.556618103583078,0.7836254836711015,2.5224579814716446,24,64.759
1800,-79.67251531661194,-16.293226265962915,-15.783853624048641,-21.208547141825903,19,64.007
1900,-95.71009079920763,-22.146547731932948,-4.395507809492519,-20.295861545495963,21,65.168
2000,-27.35277345361698,23.69355711194206,16.414675482182965,-2.242135558223709,33,62.134
2100,-29.194563371700333,-2.109266889811,7.986759081987447,4.558053318829235,27,63.584
2200,12.235212217327279,21.505284207027785,18.41118114110601,12.309167601929458,28,64.383
2300,-69.9080440970631,2.2457464720721823,-7.362698408021036,-2.1668234083752154,25,64.623
2400,-50.50711992873178,1.1801074885453025,1.9935783225961683,11.355674448563303,23,63.343
2500,-92.10917787956846,-12.613653634749662,-16.761089599483046,-20.089419787009742,17,65.492
2600,-93.02973263076856,-14.788167589054517,-12.832578908076252,-11.910979541185146,18,64.744
2700,-117.79824560670009,-31.320902802234176,-15.562844450028408,-3.671556793628828,19,66.642
2800,30.519122936072858,33.64335985747261,26.195610347811627,39.054759572575406,35,63.512
2900,12.32821084486322,20.68507917231095,13.860949472813456,20.645289569031693,30,62.476
3000,2.2460377683906585,15.35366627173389,-0.36071627363419034,26.34330837955355,31,63.65
3100,-110.50565817807879,-5.5832064723093655,-32.12269413241322,-13.661438237922841,18,64.219
3200,-9.596471368364794,20.01657392106678,-9.2609038930078,17.81891174011698,29,66.148
3300,61.47674111228344,27.82633935817481,21.95563647321005,27.214654551232517,33,63.858
3400,24.19749706698305,21.77074486072276,13.344464566651277,27.38690606821837,33,64.655
3500,64.15227242405564,29.86008914061483,28.9476337895861,29.159652351204887,34,62.507
3600,24.238743727263287,20.56884594542851,31.050074691461496,20.714989002877047,34,66.31
3700,60.00589302095568,25.725213302246498,41.41825417952827,32.04505997102685,37,62.731
3800,69.2781755263929,24.839793653787584,38.5315840938284,23.069251330368,34,61.823
3900,8.425655627193416,3.683125536632026,12.64141875416811,13.036590982593909,27,63.519
4000,-26.56174506427382,-0.3168272168671356,3.5553942637681732,2.546307120313098,25,64.485
4100,-20.455491739718806,13.412987446312327,2.026480191518838,10.406766627148475,27,63.987
4200,-22.966025477639775,-1.994140454118993,2.6241389020099497,3.1157734813490054,24,65.947
4300,6.323432866120708,21.534260094598118,20.04358065512404,14.629612785033649,30,64.913
4400,-23.636126773362488,6.125200614568198,7.574431696412226,2.7424376033569877,25,66.664
4500,46.76742803368195,26.480103903348766,31.838415788316585,29.653045387740182,36,63.943
4600,23.4485812350518,36.664826959617805,29.802921951153074,35.97764057708724,36,62.31
4700,101.78648861585395,51.556830810686186,39.14327272502006,52.923577898100696,40,60.551
4800,-19.57686830794166,8.48008620929712,4.206217563774564,5.901607631249387,24,66.184
4900,83.3272074586274,42.26479732581425,37.09960763073774,45.552890672842594,36,61.441
5000,71.40684848587748,35.48342827246523,36.257705258559646,32.11779876173381,34,64.635
5100,24.14377520947072,23.144705169918293,23.965314234318527,29.347166263326677,32,63.868
5200,11.384301914884338,27.799484331672957,35.06753762885347,30.934968850132847,33,62.451
5300,29.13640586472643,28.825171677812385,27.27028212300327,35.93244995804713,35,64.82
5400,52.0578984682928,32.96178625800256,36.128847230760954,37.58260040275932,35,63.651
5500,38.585511259344955,26.408448063889647,30.11775027951777,40.20152075673077,36,62.099
5600,21.740316251193338,23.1463918930929,29.160435746896134,28.496110591476082,32,62.556
5700,46.67314309985438,29.53256110072325,29.468496292803493,32.31585253284062,32,65.578
5800,87.65913452371677,45.035467336721915,53.104735635320225,51.94184988380551,41,61.252
5900,57.65321944454257,31.27025758350634,45.40585430058714,45.74279657718981,39,63.984
6000,65.99508171226019,38.41070711682826,39.11553893178994,40.749216358304935,38,64.055
6100,166.00348592651065,63.75688682832795,63.786117871420146,71.19538877607651,47,60.927
6200,207.01592511510378,78.06863074376943,79.36376865883597,84.49506071891284,55,58.393
6300,215.5586698884259,74.91245619382242,81.58479059439806,80.05951580803702,51,60.321
6400,155.78722112647694,57.44845342258203,55.6032368861658,58.68901739736189,44,58.172
6500,156.64517759291033,68.26684960627803,59.38494586498975,67.19061353213067,48,57.679
6600,203.17801339733043,74.23219805899235,74.6563929553502,79.65876390942478,52,57.592
6700,169.93274550361465,72.2752637186361,69.14439736359628,80.19331662640113,52,57.045
6800,215.48814837078385,86.15964751584,95.74443078434562,96.90107617526279,58,57.124
6900,215.0775316926195,93.38865996724279,93.56955254826619,91.59088551813346,57,57.076
7000,207.32321986702803,75.68636968779114,83.7535852717354,86.08177757208153,55,55.876
7100,169.73008130681188,76.3649979366266,85.61161044426117,85.157670104532,55,57.574
7200,277.0303120355459,95.44975637823596,105.08663933161115,103.24765030976039,63,54.073
7300,205.3726080489378,80.61301950498377,82.64580796374754,79.4804539262093,54,58.309
7400,276.7649675465295,108.65641044511763,107.06756711530716,110.38137467727199,65,53.096
7500,311.38171397127104,112.26751964797675,112.21360505670425,121.84341273427118,66,52.15
7600,263.4090360936588,100.63164966531868,109.84465518271712,114.47113526115044,64,54.368
7700,286.6893710413089,94.95087902602208,104.13773739875379,105.8372434531312,62,52.761
7800,283.6217447801389,97.88948221295145,105.49489571065034,106.36941382269438,63,52.532
7900,317.58688622182626,108.0789693163103,119.40054504816928,121.55882423265862,68,51.635
8000,261.9548685066833,105.15050552550312,107.49497228090154,102.07198941187771,62,51.301
8100,247.5311398660473,85.5732018047145,94.90071217572299,96.04789869893506,58,50.108
8200,282.0728635679768,97.7239502520105,111.21442657100293,111.98061285272405,66,48.042
8300,298.1165690046631,112.74069690100846,114.59364241661213,117.07172352749029,67,47.443
8400,283.09749140226404,107.80950711620525,108.37829640929282,108.4016367585586,62,47.179
8500,288.66939683448095,107.48689721152539,109.95123989114931,112.47884914784422,66,48.452
